Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profit Margin,Discounted Price,Order Date,Month_Year,Month-Year
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Furniture,Tables,637.896,3,0.3,-127.5792,-0.2,446.53,2020-01-02 13:45:31.034482760,2020-01,2020-01
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Technology,Machines,287.91,3,0.4,33.5895,0.12,172.75,2020-01-02 18:08:56.968724936,2020-01,2020-01
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Envelopes,36.6,3,0.2,11.895,0.32,29.28,2020-01-02 22:32:22.902967120,2020-01,2020-01
Standard Class,Consumer,United States,Roswell,Georgia,30076,South,Office Supplies,Art,1.78,1,0.0,0.4984,0.28,1.78,2020-01-03 02:55:48.837209296,2020-01,2020-01
Standard Class,Consumer,United States,Roswell,Georgia,30076,South,Office Supplies,Paper,25.92,4,0.0,12.4416,0.48,25.92,2020-01-03 07:19:14.771451480,2020-01,2020-01
Standard Class,Consumer,United States,Roswell,Georgia,30076,South,Technology,Accessories,101.94,6,0.0,21.4074,0.21,101.94,2020-01-03 11:42:40.705693664,2020-01,2020-01
Standard Class,Corporate,United States,Louisville,Colorado,80027,West,Office Supplies,Art,6.848,2,0.2,0.5992,0.09,5.48,2020-01-03 16:06:06.639935840,2020-01,2020-01
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,Furnishings,474.43,11,0.0,199.2606,0.42,474.43,2020-01-03 20:29:32.574178024,2020-01,2020-01
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,8.448,2,0.2,2.64,0.31,6.76,2020-01-04 00:52:58.508420208,2020-01,2020-01
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,39.296,4,0.2,3.9296,0.1,31.44,2020-01-04 05:16:24.442662384,2020-01,2020-01
Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Office Supplies,Art,17.12,4,0.0,4.9648,0.29,17.12,2020-01-04 09:39:50.376904568,2020-01,2020-01
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Appliances,542.94,3,0.0,152.0232,0.28,542.94,2020-01-04 14:03:16.311146752,2020-01,2020-01
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Labels,8.64,3,0.0,4.2336,0.49,8.64,2020-01-04 18:26:42.245388928,2020-01,2020-01
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Paper,193.8,5,0.0,94.962,0.49,193.8,2020-01-04 22:50:08.179631112,2020-01,2020-01
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Paper,21.4,5,0.0,9.63,0.45,21.4,2020-01-05 03:13:34.113873296,2020-01,2020-01
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Paper,97.88,2,0.0,48.94,0.5,97.88,2020-01-05 07:37:00.048115472,2020-01,2020-01
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Technology,Accessories,251.91,9,0.0,47.8629,0.19,251.91,2020-01-05 12:00:25.982357656,2020-01,2020-01
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Appliances,25.86,3,0.0,6.7236,0.26,25.86,2020-01-05 16:23:51.916599840,2020-01,2020-01
Standard Class,Consumer,United States,Chester,Pennsylvania,19013,East,Furniture,Chairs,170.058,3,0.3,-4.8588,-0.03,119.04,2020-01-05 20:47:17.850842016,2020-01,2020-01
Standard Class,Consumer,United States,Chester,Pennsylvania,19013,East,Technology,Phones,82.782,3,0.4,-15.1767,-0.18,49.67,2020-01-06 01:10:43.785084200,2020-01,2020-01
Standard Class,Consumer,United States,Chester,Pennsylvania,19013,East,Furniture,Chairs,853.93,5,0.3,0.0,0.0,597.75,2020-01-06 05:34:09.719326384,2020-01,2020-01
First Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Bookcases,556.665,5,0.15,6.549,0.01,473.17,2020-01-06 09:57:35.653568560,2020-01,2020-01
First Class,Corporate,United States,San Francisco,California,94110,West,Technology,Phones,95.84,4,0.2,34.742,0.36,76.67,2020-01-06 14:21:01.587810744,2020-01,2020-01
First Class,Corporate,United States,Bedford,Texas,76021,Central,Office Supplies,Paper,29.664,4,0.2,10.0116,0.34,23.73,2020-01-06 18:44:27.522052928,2020-01,2020-01
First Class,Corporate,United States,Bedford,Texas,76021,Central,Office Supplies,Art,9.184,7,0.2,2.87,0.31,7.35,2020-01-06 23:07:53.456295104,2020-01,2020-01
First Class,Corporate,United States,Bedford,Texas,76021,Central,Technology,Phones,153.584,2,0.2,13.4386,0.09,122.87,2020-01-07 03:31:19.390537288,2020-01,2020-01
First Class,Corporate,United States,Bedford,Texas,76021,Central,Office Supplies,Binders,12.864,8,0.8,-22.512,-1.75,2.57,2020-01-07 07:54:45.324779472,2020-01,2020-01
Standard Class,Consumer,United States,Lafayette,Louisiana,70506,South,Technology,Machines,479.97,3,0.0,239.985,0.5,479.97,2020-01-07 12:18:11.259021648,2020-01,2020-01
Standard Class,Consumer,United States,Lafayette,Louisiana,70506,South,Furniture,Chairs,232.88,4,0.0,60.5488,0.26,232.88,2020-01-07 16:41:37.193263832,2020-01,2020-01
Standard Class,Home Office,United States,Covington,Washington,98042,West,Office Supplies,Appliances,236.88,6,0.0,66.3264,0.28,236.88,2020-01-07 21:05:03.127506016,2020-01,2020-01
Standard Class,Home Office,United States,Covington,Washington,98042,West,Office Supplies,Paper,29.9,5,0.0,14.651,0.49,29.9,2020-01-08 01:28:29.061748192,2020-01,2020-01
Standard Class,Home Office,United States,Covington,Washington,98042,West,Technology,Accessories,100.0,4,0.0,21.0,0.21,100.0,2020-01-08 05:51:54.995990376,2020-01,2020-01
Same Day,Corporate,United States,Lorain,Ohio,44052,East,Office Supplies,Binders,18.693,3,0.7,-14.3313,-0.77,5.61,2020-01-08 10:15:20.930232552,2020-01,2020-01
Same Day,Corporate,United States,Lorain,Ohio,44052,East,Technology,Accessories,383.952,6,0.2,76.7904,0.2,307.16,2020-01-08 14:38:46.864474736,2020-01,2020-01
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,24.816,2,0.2,1.551,0.06,19.85,2020-01-08 19:02:12.798716920,2020-01,2020-01
Standard Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Furnishings,24.9,5,0.0,8.217,0.33,24.9,2020-01-08 23:25:38.732959096,2020-01,2020-01
Standard Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Paper,21.12,4,0.0,9.504,0.45,21.12,2020-01-09 03:49:04.667201280,2020-01,2020-01
Standard Class,Corporate,United States,San Francisco,California,94110,West,Technology,Machines,767.952,6,0.2,287.982,0.38,614.36,2020-01-09 08:12:30.601443464,2020-01,2020-01
Standard Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Binders,14.352,3,0.2,4.6644,0.32,11.48,2020-01-09 12:35:56.535685640,2020-01,2020-01
Standard Class,Corporate,United States,San Francisco,California,94110,West,Technology,Phones,191.976,3,0.2,19.1976,0.1,153.58,2020-01-09 16:59:22.469927824,2020-01,2020-01
Standard Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Labels,274.77,9,0.0,126.3942,0.46,274.77,2020-01-09 21:22:48.404170008,2020-01,2020-01
Standard Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Furnishings,70.56,6,0.0,23.9904,0.34,70.56,2020-01-10 01:46:14.338412184,2020-01,2020-01
Standard Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Furnishings,204.85,5,0.0,57.358,0.28,204.85,2020-01-10 06:09:40.272654368,2020-01,2020-01
Standard Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Binders,9.156,3,0.8,-13.734,-1.5,1.83,2020-01-10 10:33:06.206896552,2020-01,2020-01
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Appliances,23.992,2,0.8,-62.3792,-2.6,4.8,2020-01-10 14:56:32.141138728,2020-01,2020-01
First Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Paper,80.88,3,0.0,39.6312,0.49,80.88,2020-01-10 19:19:58.075380912,2020-01,2020-01
First Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,599.9,10,0.0,191.968,0.32,599.9,2020-01-10 23:43:24.009623096,2020-01,2020-01
Second Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,276.69,3,0.0,49.8042,0.18,276.69,2020-01-11 04:06:49.943865272,2020-01,2020-01
Second Class,Consumer,United States,New York City,New York,10011,East,Furniture,Chairs,172.764,2,0.1,32.6332,0.19,155.49,2020-01-11 08:30:15.878107456,2020-01,2020-01
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,4.224,3,0.2,1.4784,0.35,3.38,2020-01-11 12:53:41.812349640,2020-01,2020-01
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Tables,409.272,2,0.4,-81.8544,-0.2,245.56,2020-01-11 17:17:07.746591816,2020-01,2020-01
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,55.44,11,0.2,18.018,0.32,44.35,2020-01-11 21:40:33.680834000,2020-01,2020-01
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,20.928,4,0.2,6.8016,0.32,16.74,2020-01-12 02:03:59.615076184,2020-01,2020-01
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,1801.632,6,0.2,-337.806,-0.19,1441.31,2020-01-12 06:27:25.549318360,2020-01,2020-01
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Tables,67.176,1,0.4,-20.1528,-0.3,40.31,2020-01-12 10:50:51.483560544,2020-01,2020-01
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,646.2,5,0.2,-8.0775,-0.01,516.96,2020-01-12 15:14:17.417802728,2020-01,2020-01
Standard Class,Consumer,United States,Oakland,California,94601,West,Technology,Phones,72.744,7,0.2,-15.4581,-0.21,58.2,2020-01-12 19:37:43.352044904,2020-01,2020-01
Standard Class,Consumer,United States,Oakland,California,94601,West,Furniture,Chairs,572.16,3,0.2,35.76,0.06,457.73,2020-01-13 00:01:09.286287088,2020-01,2020-01
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Accessories,68.112,3,0.2,17.8794,0.26,54.49,2020-01-13 04:24:35.220529264,2020-01,2020-01
First Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,25.032,3,0.2,7.8225,0.31,20.03,2020-01-13 08:48:01.154771448,2020-01,2020-01
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,39.992,1,0.2,7.4985,0.19,31.99,2020-01-13 13:11:27.089013632,2020-01,2020-01
First Class,Consumer,United States,Concord,North Carolina,28027,South,Office Supplies,Art,20.016,9,0.2,1.7514,0.09,16.01,2020-01-13 17:34:53.023255808,2020-01,2020-01
First Class,Consumer,United States,Concord,North Carolina,28027,South,Office Supplies,Supplies,3.104,1,0.2,0.3492,0.11,2.48,2020-01-13 21:58:18.957497992,2020-01,2020-01
Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Fasteners,7.52,5,0.2,1.41,0.19,6.02,2020-01-14 02:21:44.891740176,2020-01,2020-01
Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Art,10.272,3,0.2,0.8988,0.09,8.22,2020-01-14 06:45:10.825982352,2020-01,2020-01
Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Labels,47.808,12,0.2,15.5376,0.32,38.25,2020-01-14 11:08:36.760224536,2020-01,2020-01
Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Technology,Phones,978.84,9,0.2,110.1195,0.11,783.07,2020-01-14 15:32:02.694466720,2020-01,2020-01
First Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,13.14,9,0.8,-21.681,-1.65,2.63,2020-01-14 19:55:28.628708896,2020-01,2020-01
First Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,10.024,4,0.8,-16.5396,-1.65,2.0,2020-01-15 00:18:54.562951080,2020-01,2020-01
First Class,Consumer,United States,Dallas,Texas,75081,Central,Furniture,Bookcases,156.3728,2,0.32,-52.8908,-0.34,106.33,2020-01-15 04:42:20.497193264,2020-01,2020-01
Second Class,Home Office,United States,Indianapolis,Indiana,46203,Central,Technology,Copiers,999.98,2,0.0,449.991,0.45,999.98,2020-01-15 09:05:46.431435440,2020-01,2020-01
First Class,Home Office,United States,Broken Arrow,Oklahoma,74012,Central,Technology,Phones,821.94,6,0.0,213.7044,0.26,821.94,2020-01-15 13:29:12.365677624,2020-01,2020-01
Standard Class,Consumer,United States,Miramar,Florida,33023,South,Furniture,Furnishings,220.064,4,0.2,55.016,0.25,176.05,2020-01-15 17:52:38.299919808,2020-01,2020-01
Standard Class,Consumer,United States,Miramar,Florida,33023,South,Furniture,Furnishings,339.136,4,0.2,0.0,0.0,271.31,2020-01-15 22:16:04.234161984,2020-01,2020-01
Second Class,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,Binders,7.04,2,0.0,3.3088,0.47,7.04,2020-01-16 02:39:30.168404168,2020-01,2020-01
Second Class,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,Fasteners,5.04,4,0.0,0.2016,0.04,5.04,2020-01-16 07:02:56.102646352,2020-01,2020-01
Second Class,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,Paper,116.28,3,0.0,56.9772,0.49,116.28,2020-01-16 11:26:22.036888528,2020-01,2020-01
First Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Technology,Phones,47.976,3,0.2,4.7976,0.1,38.38,2020-01-16 15:49:47.971130712,2020-01,2020-01
Standard Class,Corporate,United States,Tigard,Oregon,97224,West,Office Supplies,Paper,60.048,9,0.2,22.518,0.38,48.04,2020-01-16 20:13:13.905372896,2020-01,2020-01
Standard Class,Corporate,United States,Tigard,Oregon,97224,West,Office Supplies,Binders,5.022,1,0.7,-3.5154,-0.7,1.51,2020-01-17 00:36:39.839615072,2020-01,2020-01
Standard Class,Corporate,United States,Decatur,Illinois,62521,Central,Office Supplies,Binders,182.994,3,0.8,-320.2395,-1.75,36.6,2020-01-17 05:00:05.773857256,2020-01,2020-01
Standard Class,Corporate,United States,Decatur,Illinois,62521,Central,Office Supplies,Paper,10.272,3,0.2,3.21,0.31,8.22,2020-01-17 09:23:31.708099440,2020-01,2020-01
First Class,Home Office,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,7.857,3,0.7,-6.0237,-0.77,2.36,2020-01-17 13:46:57.642341616,2020-01,2020-01
Second Class,Corporate,United States,Sacramento,California,95823,West,Technology,Phones,302.384,2,0.2,30.2384,0.1,241.91,2020-01-17 18:10:23.576583800,2020-01,2020-01
Second Class,Corporate,United States,Sacramento,California,95823,West,Office Supplies,Binders,20.952,3,0.2,7.0713,0.34,16.76,2020-01-17 22:33:49.510825976,2020-01,2020-01
Second Class,Corporate,United States,Sacramento,California,95823,West,Office Supplies,Binders,11.784,3,0.2,3.9771,0.34,9.43,2020-01-18 02:57:15.445068160,2020-01,2020-01
Standard Class,Consumer,United States,Jonesboro,Arkansas,72401,South,Furniture,Bookcases,638.82,9,0.0,172.4814,0.27,638.82,2020-01-18 07:20:41.379310344,2020-01,2020-01
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Labels,20.7,2,0.0,9.936,0.48,20.7,2020-01-18 11:44:07.313552520,2020-01,2020-01
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Supplies,10.95,3,0.0,3.285,0.3,10.95,2020-01-18 16:07:33.247794704,2020-01,2020-01
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Binders,14.352,3,0.2,4.6644,0.32,11.48,2020-01-18 20:30:59.182036888,2020-01,2020-01
First Class,Consumer,United States,Akron,Ohio,44312,East,Office Supplies,Storage,221.024,2,0.2,-55.256,-0.25,176.82,2020-01-19 00:54:25.116279064,2020-01,2020-01
Standard Class,Consumer,United States,Florence,Kentucky,41042,South,Technology,Machines,3080.0,7,0.0,1416.8,0.46,3080.0,2020-01-19 05:17:51.050521248,2020-01,2020-01
Standard Class,Consumer,United States,Florence,Kentucky,41042,South,Technology,Accessories,79.96,4,0.0,18.3908,0.23,79.96,2020-01-19 09:41:16.984763432,2020-01,2020-01
Standard Class,Consumer,United States,Florence,Kentucky,41042,South,Technology,Phones,587.97,3,0.0,170.5113,0.29,587.97,2020-01-19 14:04:42.919005608,2020-01,2020-01
Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Paper,32.4,5,0.0,15.552,0.48,32.4,2020-01-19 18:28:08.853247792,2020-01,2020-01
Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Storage,404.9,5,0.0,16.196,0.04,404.9,2020-01-19 22:51:34.787489976,2020-01,2020-01
Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Binders,9449.95,5,0.0,4630.4755,0.49,9449.95,2020-01-20 03:15:00.721732152,2020-01,2020-01
Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Binders,12.94,2,0.0,6.47,0.5,12.94,2020-01-20 07:38:26.655974336,2020-01,2020-01
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,2.264,1,0.8,-5.2072,-2.3,0.45,2020-01-20 12:01:52.590216520,2020-01,2020-01
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,0.444,1,0.8,-1.11,-2.5,0.09,2020-01-20 16:25:18.524458696,2020-01,2020-01
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,146.176,8,0.2,47.5072,0.32,116.94,2020-01-20 20:48:44.458700880,2020-01,2020-01
Same Day,Home Office,United States,Fremont,Nebraska,68025,Central,Furniture,Furnishings,15.92,2,0.0,7.0048,0.44,15.92,2020-01-21 01:12:10.392943064,2020-01,2020-01
Standard Class,Consumer,United States,San Diego,California,92105,West,Technology,Phones,159.96,5,0.2,17.9955,0.11,127.97,2020-01-21 05:35:36.327185240,2020-01,2020-01
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Binders,13.76,2,0.2,4.644,0.34,11.01,2020-01-21 09:59:02.261427424,2020-01,2020-01
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,4.312,2,0.8,-6.8992,-1.6,0.86,2020-01-21 14:22:28.195669608,2020-01,2020-01
Same Day,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,13.96,2,0.0,0.2792,0.02,13.96,2020-01-21 18:45:54.129911784,2020-01,2020-01
Same Day,Consumer,United States,New York City,New York,10011,East,Furniture,Tables,27.414,3,0.4,-14.1639,-0.52,16.45,2020-01-21 23:09:20.064153968,2020-01,2020-01
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Technology,Phones,73.98,2,0.0,19.9746,0.27,73.98,2020-01-22 03:32:45.998396152,2020-01,2020-01
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Furniture,Bookcases,160.98,1,0.0,20.9274,0.13,160.98,2020-01-22 07:56:11.932638328,2020-01,2020-01
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Paper,17.34,3,0.0,8.4966,0.49,17.34,2020-01-22 12:19:37.866880512,2020-01,2020-01
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Art,3.28,1,0.0,0.9512,0.29,3.28,2020-01-22 16:43:03.801122696,2020-01,2020-01
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Labels,8.856,3,0.2,2.9889,0.34,7.08,2020-01-22 21:06:29.735364872,2020-01,2020-01
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Technology,Phones,158.376,3,0.2,13.8579,0.09,126.7,2020-01-23 01:29:55.669607056,2020-01,2020-01
First Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,1219.96,5,0.2,381.2375,0.31,975.97,2020-01-23 05:53:21.603849232,2020-01,2020-01
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Binders,3.168,2,0.2,0.99,0.31,2.53,2020-01-23 10:16:47.538091416,2020-01,2020-01
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Storage,454.86,7,0.0,54.5832,0.12,454.86,2020-01-23 14:40:13.472333600,2020-01,2020-01
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Binders,91.392,8,0.2,29.7024,0.32,73.11,2020-01-23 19:03:39.406575776,2020-01,2020-01
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,19.04,4,0.2,-1.428,-0.08,15.23,2020-01-23 23:27:05.340817960,2020-01,2020-01
Same Day,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Paper,37.44,6,0.0,16.848,0.45,37.44,2020-01-24 03:50:31.275060144,2020-01,2020-01
Same Day,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Labels,37.59,3,0.0,17.6673,0.47,37.59,2020-01-24 08:13:57.209302320,2020-01,2020-01
Same Day,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Binders,26.032,2,0.2,9.4366,0.36,20.83,2020-01-24 12:37:23.143544504,2020-01,2020-01
Standard Class,Corporate,United States,Watertown,New York,13601,East,Office Supplies,Appliances,35.91,3,0.0,9.6957,0.27,35.91,2020-01-24 17:00:49.077786688,2020-01,2020-01
Second Class,Consumer,United States,Jacksonville,Florida,32216,South,Furniture,Furnishings,91.032,3,0.2,-2.2758,-0.02,72.83,2020-01-24 21:24:15.012028864,2020-01,2020-01
First Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Art,54.66,6,0.0,18.0378,0.33,54.66,2020-01-25 01:47:40.946271048,2020-01,2020-01
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Storage,67.344,6,0.2,7.5762,0.11,53.88,2020-01-25 06:11:06.880513232,2020-01,2020-01
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Technology,Machines,2624.985,3,0.5,-944.9946,-0.36,1312.49,2020-01-25 10:34:32.814755408,2020-01,2020-01
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Appliances,73.28,4,0.0,21.2512,0.29,73.28,2020-01-25 14:57:58.748997592,2020-01,2020-01
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,14.48,5,0.8,-23.892,-1.65,2.9,2020-01-25 19:21:24.683239776,2020-01,2020-01
Standard Class,Consumer,United States,Hollywood,Florida,33021,South,Office Supplies,Paper,11.952,3,0.2,4.0338,0.34,9.56,2020-01-25 23:44:50.617481952,2020-01,2020-01
Standard Class,Consumer,United States,Hollywood,Florida,33021,South,Office Supplies,Paper,15.552,3,0.2,5.6376,0.36,12.44,2020-01-26 04:08:16.551724136,2020-01,2020-01
Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Office Supplies,Fasteners,45.0,9,0.0,21.6,0.48,45.0,2020-01-26 08:31:42.485966320,2020-01,2020-01
Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Technology,Machines,209.97,3,0.0,90.2871,0.43,209.97,2020-01-26 12:55:08.420208496,2020-01,2020-01
Standard Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Binders,112.12,5,0.2,42.045,0.38,89.7,2020-01-26 17:18:34.354450680,2020-01,2020-01
Standard Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Storage,1575.14,7,0.0,204.7682,0.13,1575.14,2020-01-26 21:42:00.288692864,2020-01,2020-01
Standard Class,Consumer,United States,Alexandria,Virginia,22304,South,Office Supplies,Fasteners,25.06,7,0.0,12.53,0.5,25.06,2020-01-27 02:05:26.222935040,2020-01,2020-01
First Class,Corporate,United States,Deer Park,Texas,77536,Central,Office Supplies,Binders,6.924,6,0.8,-10.386,-1.5,1.38,2020-01-27 06:28:52.157177224,2020-01,2020-01
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,37.392,3,0.2,2.337,0.06,29.91,2020-01-27 10:52:18.091419408,2020-01,2020-01
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,79.12,5,0.2,13.846,0.18,63.3,2020-01-27 15:15:44.025661584,2020-01,2020-01
Standard Class,Consumer,United States,Wichita,Kansas,67212,Central,Office Supplies,Labels,18.9,3,0.0,8.694,0.46,18.9,2020-01-27 19:39:09.959903768,2020-01,2020-01
Standard Class,Consumer,United States,Midland,Michigan,48640,Central,Office Supplies,Binders,57.42,9,0.0,26.4132,0.46,57.42,2020-01-28 00:02:35.894145944,2020-01,2020-01
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Art,12.74,7,0.0,5.733,0.45,12.74,2020-01-28 04:26:01.828388128,2020-01,2020-01
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Art,8.82,3,0.0,2.3814,0.27,8.82,2020-01-28 08:49:27.762630312,2020-01,2020-01
Standard Class,Home Office,United States,San Francisco,California,94110,West,Furniture,Chairs,120.784,1,0.2,-13.5882,-0.11,96.63,2020-01-28 13:12:53.696872488,2020-01,2020-01
Standard Class,Consumer,United States,Freeport,New York,11520,East,Furniture,Furnishings,322.59,3,0.0,64.518,0.2,322.59,2020-01-28 17:36:19.631114672,2020-01,2020-01
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Binders,9.762,3,0.8,-15.1311,-1.55,1.95,2020-01-28 21:59:45.565356856,2020-01,2020-01
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Storage,13.72,1,0.2,1.2005,0.09,10.98,2020-01-29 02:23:11.499599032,2020-01,2020-01
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Technology,Accessories,55.2,1,0.2,-2.07,-0.04,44.16,2020-01-29 06:46:37.433841216,2020-01,2020-01
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Storage,259.136,4,0.2,-58.3056,-0.22,207.31,2020-01-29 11:10:03.368083400,2020-01,2020-01
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,29.24,5,0.2,9.8685,0.34,23.39,2020-01-29 15:33:29.302325576,2020-01,2020-01
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,15.552,3,0.2,5.4432,0.35,12.44,2020-01-29 19:56:55.236567760,2020-01,2020-01
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,4.896,3,0.2,1.6524,0.34,3.92,2020-01-30 00:20:21.170809944,2020-01,2020-01
Standard Class,Corporate,United States,Bristol,Tennessee,37620,South,Office Supplies,Binders,38.088,4,0.7,-27.9312,-0.73,11.43,2020-01-30 04:43:47.105052120,2020-01,2020-01
Standard Class,Corporate,United States,Bristol,Tennessee,37620,South,Office Supplies,Binders,2.808,3,0.7,-1.9656,-0.7,0.84,2020-01-30 09:07:13.039294304,2020-01,2020-01
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Accessories,47.984,2,0.2,0.5998,0.01,38.39,2020-01-30 13:30:38.973536488,2020-01,2020-01
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,26.064,6,0.7,-19.9824,-0.77,7.82,2020-01-30 17:54:04.907778664,2020-01,2020-01
